2 completed epochs, 22700 batches	Train loss: 0.6337	Train acc: 73.0000	Test loss: 0.5465	Test acc: 78.5729
2 completed epochs, 22800 batches	Train loss: 0.5844	Train acc: 75.8750	Test loss: 0.5480	Test acc: 78.3693
2 completed epochs, 22900 batches	Train loss: 0.5907	Train acc: 76.5000	Test loss: 0.5505	Test acc: 78.3591
2 completed epochs, 23000 batches	Train loss: 0.5832	Train acc: 77.5938	Test loss: 0.5391	Test acc: 78.9190
2 completed epochs, 23100 batches	Train loss: 0.5824	Train acc: 76.7812	Test loss: 0.5295	Test acc: 79.1735
2 completed epochs, 23200 batches	Train loss: 0.6024	Train acc: 74.7500	Test loss: 0.5378	Test acc: 78.8884
2 completed epochs, 23300 batches	Train loss: 0.5883	Train acc: 75.5625	Test loss: 0.5361	Test acc: 78.7459
2 completed epochs, 23400 batches	Train loss: 0.5849	Train acc: 75.7188	Test loss: 0.5240	Test acc: 79.3567
2 completed epochs, 23500 batches	Train loss: 0.5694	Train acc: 76.0625	Test loss: 0.5394	Test acc: 78.6034
2 completed epochs, 23600 batches	Train loss: 0.6300	Train acc: 73.7812	Test loss: 0.5323	Test acc: 79.0309
2 completed epochs, 23700 batches	Train loss: 0.5709	Train acc: 77.1562	Test loss: 0.5458	Test acc: 78.7663
